"name","recclass","mass","fall","year","reclat","reclong","GeoLocation"
"Grove Mountains 023110","L5","1.2","Found","2003","-72.774440","75.322780","(-72.77444, 75.32278)"
"Grove Mountains 023111","H6","1.28","Found","2003","-72.774440","75.323060","(-72.77444, 75.32306)"
"Grove Mountains 023113","H5","1.19","Found","2003","-72.774400","75.323600","(-72.7744, 75.3236)"
"Grove Mountains 023114","H4","0.7","Found","2003","-72.774444","75.323889","(-72.774444, 75.323889)"
"Grove Mountains 023115","L5","0.99","Found","2003","-72.774444","75.324167","(-72.774444, 75.324167)"
"Grove Mountains 023117","L6","1.31","Found","2003","-72.774444","75.324722","(-72.774444, 75.324722)"
"Grove Mountains 023118","L6","0.85","Found","2003","-72.774444","75.325000","(-72.774444, 75.325)"
"Grove Mountains 023122","H4","0.65","Found","2003","-72.774167","75.317500","(-72.774167, 75.3175)"
"Grove Mountains 023124","L6","0.61","Found","2003","-72.774167","75.318056","(-72.774167, 75.318056)"
"Grove Mountains 023125","L6","0.61","Found","2003","-72.774167","75.318333","(-72.774167, 75.318333)"
"Grove Mountains 023126","H5","0.59","Found","2003","-72.774200","75.318600","(-72.7742, 75.3186)"
"Grove Mountains 023127","H6","0.98","Found","2003","-72.774170","75.318890","(-72.77417, 75.31889)"
"Grove Mountains 023128","H4","0.98","Found","2003","-72.774170","75.319170","(-72.77417, 75.31917)"
"Grove Mountains 023129","H5","1.83","Found","2003","-72.774170","75.319440","(-72.77417, 75.31944)"
"Grove Mountains 023132","L6","0.61","Found","2003","-72.774167","75.320278","(-72.774167, 75.320278)"
"Grove Mountains 023133","L5","0.64","Found","2003","-72.774170","75.320560","(-72.77417, 75.32056)"
"Grove Mountains 023138","L4","4.5199999999999996","Found","2003","-72.773333","75.336389","(-72.773333, 75.336389)"
"Grove Mountains 023140","L5","2.16","Found","2003","-72.773330","75.336390","(-72.77333, 75.33639)"
"Grove Mountains 023141","L4","1.79","Found","2003","-72.773333","75.336667","(-72.773333, 75.336667)"
"Grove Mountains 023144","L4","0.99","Found","2003","-72.773333","75.337500","(-72.773333, 75.3375)"
"Grove Mountains 023145","L6","0.82","Found","2003","-72.773333","75.337778","(-72.773333, 75.337778)"
"Grove Mountains 023146","L6","0.84","Found","2003","-72.773330","75.338060","(-72.77333, 75.33806)"
"Grove Mountains 023149","L6","603.70000000000005","Found","2003","-72.773056","75.338056","(-72.773056, 75.338056)"
"Grove Mountains 023150","H4","82.16","Found","2003","-72.793611","75.282222","(-72.793611, 75.282222)"
"Grove Mountains 023151","H4","84.73","Found","2003","-72.775000","75.338889","(-72.775, 75.338889)"
"Grove Mountains 023152","L6","1.8","Found","2003","-72.775000","75.338889","(-72.775, 75.338889)"
"Grove Mountains 023154","CV3","1.2","Found","2003","-72.773611","75.338611","(-72.773611, 75.338611)"
"Grove Mountains 023155","CV3","0.41","Found","2003","-72.773600","75.338600","(-72.7736, 75.3386)"
"Grove Mountains 023158","CV3","1.18","Found","2003","-72.773889","75.339167","(-72.773889, 75.339167)"
"Grove Mountains 023159","CV3","1.31","Found","2003","-72.773889","75.339167","(-72.773889, 75.339167)"
"Grove Mountains 023161","H5","9.8000000000000007","Found","2003","-72.773900","75.339400","(-72.7739, 75.3394)"
"Grove Mountains 023163","H4","9.25","Found","2003","-72.773889","75.339444","(-72.773889, 75.339444)"
"Grove Mountains 023165","L6","9.75","Found","2003","-72.773900","75.339400","(-72.7739, 75.3394)"
"Grove Mountains 023167","L6","8.08","Found","2003","-72.773890","75.339440","(-72.77389, 75.33944)"
"Grove Mountains 023170","L5","4.47","Found","2003","-72.773889","75.339444","(-72.773889, 75.339444)"
"Grove Mountains 023172","L5","2.44","Found","2003","-72.773890","75.339440","(-72.77389, 75.33944)"
"Grove Mountains 023176","H5","0.88","Found","2003","-72.773890","75.339440","(-72.77389, 75.33944)"
"Grove Mountains 023177","H5","0.48","Found","2003","-72.773900","75.339400","(-72.7739, 75.3394)"
"Grove Mountains 023182","H6","0.46","Found","2003","-72.773890","75.339440","(-72.77389, 75.33944)"
"Grove Mountains 023188","H5","0.46","Found","2003","-72.773890","75.339720","(-72.77389, 75.33972)"
"Grove Mountains 023220","H6","1.33","Found","2003","-72.773330","75.338610","(-72.77333, 75.33861)"
"Grove Mountains 023221","H6","0.91","Found","2003","-72.773330","75.338610","(-72.77333, 75.33861)"
"Grove Mountains 023222","H5","0.65","Found","2003","-72.773330","75.338610","(-72.77333, 75.33861)"
"Grove Mountains 023224","L6","0.65","Found","2003","-72.773333","75.338611","(-72.773333, 75.338611)"
"Grove Mountains 023225","H5","0.68","Found","2003","-72.773333","75.338611","(-72.773333, 75.338611)"
"Grove Mountains 023226","H5","0.6","Found","2003","-72.773300","75.338600","(-72.7733, 75.3386)"
"Grove Mountains 023243","H4","1.73","Found","2003","-72.773610","75.320000","(-72.77361, 75.32)"
"Grove Mountains 023244","L6","2.4500000000000002","Found","2003","-72.773611","75.320000","(-72.773611, 75.32)"
"Grove Mountains 023245","H4","2.06","Found","2003","-72.773610","75.320000","(-72.77361, 75.32)"
"Grove Mountains 023246","L6","0.9","Found","2003","-72.773611","75.320000","(-72.773611, 75.32)"
"Grove Mountains 023248","L6","1.22","Found","2003","-72.773611","75.320000","(-72.773611, 75.32)"
"Grove Mountains 023250","H5","0.46","Found","2003","-72.773600","75.320000","(-72.7736, 75.32)"
"Grove Mountains 023261","L6","1.22","Found","2003","-72.773611","75.320278","(-72.773611, 75.320278)"
"Grove Mountains 023262","H4","1.36","Found","2003","-72.773611","75.320278","(-72.773611, 75.320278)"
"Grove Mountains 023265","H5","0.67","Found","2003","-72.773610","75.320280","(-72.77361, 75.32028)"
"Grove Mountains 023266","H5","0.82","Found","2003","-72.773611","75.320278","(-72.773611, 75.320278)"
"Grove Mountains 023267","H5","0.6","Found","2003","-72.773610","75.320280","(-72.77361, 75.32028)"
"Grove Mountains 023269","H5","0.46","Found","2003","-72.773600","75.320300","(-72.7736, 75.3203)"
"Grove Mountains 023270","L6","0.47","Found","2003","-72.773610","75.320280","(-72.77361, 75.32028)"
"Grove Mountains 023280","H6","2.2000000000000002","Found","2003","-72.773611","75.320833","(-72.773611, 75.320833)"
"Grove Mountains 023284","H6","1.59","Found","2003","-72.773611","75.320833","(-72.773611, 75.320833)"
"Grove Mountains 023286","H4","1.1399999999999999","Found","2003","-72.773610","75.320830","(-72.77361, 75.32083)"
"Grove Mountains 023289","L6","0.55000000000000004","Found","2003","-72.773610","75.320830","(-72.77361, 75.32083)"
"Grove Mountains 023298","L6","0.55000000000000004","Found","2003","-72.773600","75.321100","(-72.7736, 75.3211)"
"Grove Mountains 023299","L6","0.48","Found","2003","-72.773600","75.321100","(-72.7736, 75.3211)"
"Grove Mountains 023301","L6","5.71","Found","2003","-72.775000","75.338890","(-72.775, 75.33889)"
"Grove Mountains 023302","L5","3.2","Found","2003","-72.775000","75.338890","(-72.775, 75.33889)"
"Grove Mountains 023306","L6","0.52","Found","2003","-72.775000","75.338889","(-72.775, 75.338889)"
"Grove Mountains 023310","H6","0.46","Found","2003","-72.775000","75.338890","(-72.775, 75.33889)"
"Grove Mountains 023311","L6","21.43","Found","2003","-72.889444","75.910556","(-72.889444, 75.910556)"
"Grove Mountains 023312","L5","2.4700000000000002","Found","2003","-72.890833","75.911111","(-72.890833, 75.911111)"
"Grove Mountains 023535","L5","0.45","Found","2003","-72.983300","75.251400","(-72.9833, 75.2514)"
"Grove Mountains 023542","L5","0.47","Found","2003","-72.983300","75.251400","(-72.9833, 75.2514)"
"Grove Mountains 023550","L5","0.46","Found","2003","-72.983330","75.251390","(-72.98333, 75.25139)"
"Grove Mountains 023554","L5","0.48","Found","2003","-72.984170","75.246390","(-72.98417, 75.24639)"
"Grove Mountains 023561","L5","0.7","Found","2003","-72.984167","75.246389","(-72.984167, 75.246389)"
"Grove Mountains 023562","H5","0.45","Found","2003","-72.984170","75.246390","(-72.98417, 75.24639)"
"Grove Mountains 023563","L5","0.55000000000000004","Found","2003","-72.984167","75.246389","(-72.984167, 75.246389)"
"Grove Mountains 023566","L5","0.64","Found","2003","-72.984170","75.246390","(-72.98417, 75.24639)"
"Grove Mountains 023571","L5","0.48","Found","2003","-72.984170","75.246670","(-72.98417, 75.24667)"
"Grove Mountains 023576","L5","0.82","Found","2003","-72.984167","75.246667","(-72.984167, 75.246667)"
"Grove Mountains 023578","L6","0.47","Found","2003","-72.984200","75.246700","(-72.9842, 75.2467)"
"Grove Mountains 023583","L5","0.59","Found","2003","-72.984170","75.246670","(-72.98417, 75.24667)"
"Grove Mountains 023586","L4","8.27","Found","2003","-72.984170","75.246670","(-72.98417, 75.24667)"
"Grove Mountains 023589","L5","1.57","Found","2003","-72.983900","75.251400","(-72.9839, 75.2514)"
"Grove Mountains 023590","LL6","1","Found","2003","-72.983889","75.251389","(-72.983889, 75.251389)"
"Grove Mountains 023593","L5","1.85","Found","2003","-72.983889","75.251389","(-72.983889, 75.251389)"
"Grove Mountains 023594","L5","1.2","Found","2003","-72.983890","75.251390","(-72.98389, 75.25139)"
"Grove Mountains 023595","L6","1","Found","2003","-72.983890","75.251390","(-72.98389, 75.25139)"
"Grove Mountains 023598","L5","1.1499999999999999","Found","2003","-72.983890","75.251390","(-72.98389, 75.25139)"
"Grove Mountains 023600","L6","1.06","Found","2003","-72.983890","75.251390","(-72.98389, 75.25139)"
"Grove Mountains 023601","L6","2.46","Found","2003","-72.983889","75.251389","(-72.983889, 75.251389)"
"Grove Mountains 023608","L5 ","1.08","Found","2003","-72.983890","75.251390","(-72.98389, 75.25139)"
"Grove Mountains 023609","L5","0.88","Found","2003","-72.983890","75.251390","(-72.98389, 75.25139)"
"Grove Mountains 023610","L5","0.83","Found","2003","-72.983900","75.251400","(-72.9839, 75.2514)"
"Grove Mountains 023611","L5","1.72","Found","2003","-72.992500","75.251390","(-72.9925, 75.25139)"
"Grove Mountains 023613","L5","0.98","Found","2003","-72.983890","75.251390","(-72.98389, 75.25139)"
"Grove Mountains 023689","H4","0.6","Found","2003","-72.983060","75.252780","(-72.98306, 75.25278)"
"Grove Mountains 023711","L6","0.46","Found","2003","-72.983890","75.250830","(-72.98389, 75.25083)"
"Grove Mountains 023714","L5","0.6","Found","2003","-72.983889","75.250833","(-72.983889, 75.250833)"
"Grove Mountains 023732","L5","0.56000000000000005","Found","2003","-72.983890","75.251110","(-72.98389, 75.25111)"
"Grove Mountains 023735","L5","0.56000000000000005","Found","2003","-72.983890","75.251110","(-72.98389, 75.25111)"
"Grove Mountains 023754","L5","3.36","Found","2003","-72.984170","75.252220","(-72.98417, 75.25222)"
"Grove Mountains 023756","L5","2.09","Found","2003","-72.984167","75.252222","(-72.984167, 75.252222)"
"Grove Mountains 023757","L5","1.81","Found","2003","-72.984200","75.252200","(-72.9842, 75.2522)"
"Grove Mountains 023758","L6","1.35","Found","2003","-72.984444","75.250000","(-72.984444, 75.25)"
"Grove Mountains 023759","L6","1.28","Found","2003","-72.984440","75.250000","(-72.98444, 75.25)"
"Grove Mountains 023760","L4","1.05","Found","2003","-72.984440","75.250000","(-72.98444, 75.25)"
"Grove Mountains 023761","L6 ","0.81","Found","2003","-72.984440","75.250000","(-72.98444, 75.25)"
"Grove Mountains 023763","L5 ","0.87","Found","2003","-72.984440","75.250000","(-72.98444, 75.25)"
"Grove Mountains 023769","H4 ","53.35","Found","2003","-72.984440","75.250000","(-72.98444, 75.25)"
"Grove Mountains 023771","L5","5.0999999999999996","Found","2003","-72.984440","75.250000","(-72.98444, 75.25)"
"Grove Mountains 023776","L5","0.66","Found","2003","-72.984444","75.252500","(-72.984444, 75.2525)"
"Grove Mountains 023778","L6","1.02","Found","2003","-72.984444","75.252500","(-72.984444, 75.2525)"
"Grove Mountains 023779","L6","1.0900000000000001","Found","2003","-72.984444","75.252500","(-72.984444, 75.2525)"
"Grove Mountains 023780","L5","0.56000000000000005","Found","2003","-72.984444","75.252500","(-72.984444, 75.2525)"
"Grove Mountains 023781","L5","0.9","Found","2003","-72.984720","75.249440","(-72.98472, 75.24944)"
"Grove Mountains 023783","L6","0.48","Found","2003","-72.984720","75.249440","(-72.98472, 75.24944)"
"Grove Mountains 023784","L5","0.66","Found","2003","-72.984722","75.249444","(-72.984722, 75.249444)"
"Grove Mountains 023787","L5","0.61","Found","2003","-72.984722","75.249722","(-72.984722, 75.249722)"
"Grove Mountains 023789","L5","0.61","Found","2003","-72.984722","75.249722","(-72.984722, 75.249722)"
"Grove Mountains 023791","L5","0.6","Found","2003","-72.983610","75.250280","(-72.98361, 75.25028)"
"Grove Mountains 023819","L5","0.47","Found","2003","-72.983610","75.250830","(-72.98361, 75.25083)"
"Grove Mountains 023895","L6","0.46","Found","2003","-72.983610","75.247500","(-72.98361, 75.2475)"
"Grove Mountains 023899","L5","0.46","Found","2003","-72.982200","75.248900","(-72.9822, 75.2489)"
"Grove Mountains 024006","L6","0.6","Found","2003","-72.983611","75.252222","(-72.983611, 75.252222)"
"Grove Mountains 024007","L5","0.8","Found","2003","-72.992500","75.252220","(-72.9925, 75.25222)"
"Grove Mountains 024008","L5","0.85","Found","2003","-72.983611","75.252222","(-72.983611, 75.252222)"
"Grove Mountains 024009","L5","0.85","Found","2003","-72.983611","75.252222","(-72.983611, 75.252222)"
"Grove Mountains 024012","H5","0.48","Found","2003","-72.983610","75.252220","(-72.98361, 75.25222)"
"Grove Mountains 024016","L5","1.06","Found","2003","-72.983611","75.252222","(-72.983611, 75.252222)"
"Grove Mountains 024060","H5","200.2","Found","2003","-72.981944","75.246389","(-72.981944, 75.246389)"
"Grove Mountains 024061","L5","8.24","Found","2003","-72.981900","75.246700","(-72.9819, 75.2467)"
"Grove Mountains 024063","H3","0.68","Found","2003","-72.981390","75.245560","(-72.98139, 75.24556)"
"Grove Mountains 024064","H5 ","8.83","Found","2003","-72.997500","75.244170","(-72.9975, 75.24417)"
"Grove Mountains 024066","LL5","0.45","Found","2003","-72.997500","75.244170","(-72.9975, 75.24417)"
"Grove Mountains 024129","H6","24","Found","2003","-72.985000","75.256389","(-72.985, 75.256389)"
"Grove Mountains 024130","H6","3.99","Found","2003","-72.985000","75.256670","(-72.985, 75.25667)"
"Grove Mountains 024131","L5","1.58","Found","2003","-72.984722","75.256667","(-72.984722, 75.256667)"
"Grove Mountains 024150","H5 ","2.41","Found","2003","-72.982500","75.251670","(-72.9825, 75.25167)"
"Grove Mountains 024153","L6","1.54","Found","2003","-72.982500","75.251944","(-72.9825, 75.251944)"
"Grove Mountains 024237","Ureilite","1.1399999999999999","Found","2003","-72.982500","75.250000","(-72.9825, 75.25)"
"Grove Mountains 024240","L6","1.56","Found","2003","-72.982500","75.250000","(-72.9825, 75.25)"
"Grove Mountains 024241","L6","0.91","Found","2003","-72.982500","75.250000","(-72.9825, 75.25)"
"Grove Mountains 024242","L6","1.73","Found","2003","-72.982500","75.250000","(-72.9825, 75.25)"
"Grove Mountains 024244","L6","0.65","Found","2003","-72.982500","75.250000","(-72.9825, 75.25)"
"Grove Mountains 024245","LL5","0.7","Found","2003","-72.982500","75.250000","(-72.9825, 75.25)"
"Grove Mountains 024247","L5","0.48","Found","2003","-72.982500","75.250300","(-72.9825, 75.2503)"
"Grove Mountains 024248","L6","0.88","Found","2003","-72.982500","75.250300","(-72.9825, 75.2503)"
"Grove Mountains 024249","H5","1.07","Found","2003","-72.982500","75.250278","(-72.9825, 75.250278)"
"Grove Mountains 024251","L6","0.87","Found","2003","-72.982500","75.250280","(-72.9825, 75.25028)"
"Grove Mountains 024258","L6","0.56000000000000005","Found","2003","-72.982500","75.250278","(-72.9825, 75.250278)"
"Grove Mountains 024259","L5","0.45","Found","2003","-72.982500","75.250280","(-72.9825, 75.25028)"
"Grove Mountains 024262","L5","0.45","Found","2003","-72.982500","75.250280","(-72.9825, 75.25028)"
"Grove Mountains 024447","L5","8.52","Found","2003","-72.775000","75.342220","(-72.775, 75.34222)"
"Grove Mountains 024448","H5","0.38","Found","2003","-72.775000","75.329720","(-72.775, 75.32972)"
"Grove Mountains 024516","Ureilite","24.7","Found","2003","-73.000000","75.200000","(-73.0, 75.2)"
"Grove Mountains 024517","H5","40.5","Found","2003","-73.000000","75.200000","(-73.0, 75.2)"
"Hammadah al Hamra 330","L6","209","Found","2003","28.468470","12.897320","(28.46847, 12.89732)"
"Hammadah al Hamra 331","L5/6","2197","Found","2003","29.818580","12.946470","(29.81858, 12.94647)"
"Hammadah al Hamra 332","L6","710","Found","2003","29.818580","12.946470","(29.81858, 12.94647)"
"Hammadah al Hamra 333","H5/6","631","Found","2003","29.914030","13.040470","(29.91403, 13.04047)"
"Hammadah al Hamra 334","H5","662","Found","2003","30.034550","13.130170","(30.03455, 13.13017)"
"Hammadah al Hamra 338","H5","752.5","Found","2003","30.545000","13.581940","(30.545, 13.58194)"
"Hammadah al Hamra 339","L6","262.89999999999998","Found","2003","29.419720","13.255000","(29.41972, 13.255)"
"Hualapai Wash 020","H5","60.9","Found","2003","35.838330","-114.166170","(35.83833, -114.16617)"
"Isheyevo","CH/CBb","16000","Found","2003","53.616670","56.333330","(53.61667, 56.33333)"
"Jay Bird Springs","Pallasite","292","Found","2003","32.133333","-82.983333","(32.133333, -82.983333)"
"Jiddat al Harasis 078","L6","882.7","Found","2003","19.914480","55.662780","(19.91448, 55.66278)"
"Jiddat al Harasis 079","L6","3959.86","Found","2003","19.914550","55.664470","(19.91455, 55.66447)"
"Jiddat al Harasis 080","L6","23.41","Found","2003","19.584030","55.679800","(19.58403, 55.6798)"
"Jiddat al Harasis 081","H6","35.950000000000003","Found","2003","19.954980","55.689030","(19.95498, 55.68903)"
"Jiddat al Harasis 082","H4","18.59","Found","2003","19.565600","55.697230","(19.5656, 55.69723)"
"Jiddat al Harasis 101","L6","3563","Found","2003","19.750730","56.966520","(19.75073, 56.96652)"
"Jiddat al Harasis 103","L4","2711","Found","2003","19.857900","56.999730","(19.8579, 56.99973)"
"Jiddat al Harasis 104","H6","19.91","Found","2003","19.913920","56.999920","(19.91392, 56.99992)"
"Jiddat al Harasis 212","L4","2711","Found","2003","19.857900","56.999730","(19.8579, 56.99973)"
"Jiddat al Harasis 213","L6","3563","Found","2003","19.750730","56.966520","(19.75073, 56.96652)"
"Jiddat al Harasis 349","L~6","64.3","Found","2003","19.297980","55.749930","(19.29798, 55.74993)"
"Jiddat al Harasis 350","L~6","67.3","Found","2003","19.338970","55.544700","(19.33897, 55.5447)"
"Jiddat al Harasis 351","H~5","437.3","Found","2003","19.362020","55.617020","(19.36202, 55.61702)"
"Jiddat al Harasis 352","H~6","1005","Found","2003","19.360330","55.627800","(19.36033, 55.6278)"
"Jiddat al Harasis 353","H~5","366.2","Found","2003","19.363650","55.634600","(19.36365, 55.6346)"
"Jiddat al Harasis 354","L~6","1200.8","Found","2003","19.363370","55.635400","(19.36337, 55.6354)"
"Jiddat al Harasis 355","L~6","16879.099999999999","Found","2003","19.358850","55.548430","(19.35885, 55.54843)"
"Jiddat al Harasis 356","H~6","53.3","Found","2003","19.356450","55.529830","(19.35645, 55.52983)"
"Jiddat al Harasis 357","H~6","1479.5","Found","2003","19.361970","55.612500","(19.36197, 55.6125)"
"Jiddat al Harasis 358","L~5","528.20000000000005","Found","2003","19.353570","55.623100","(19.35357, 55.6231)"
"Jiddat al Harasis 359","H~4","645.29999999999995","Found","2003","19.359350","55.593320","(19.35935, 55.59332)"
"Jiddat al Harasis 360","L-melt rock","55.5","Found","2003","19.372300","55.562970","(19.3723, 55.56297)"
"Jiddat al Harasis 361","L~4","21.2","Found","2003","19.290380","55.562080","(19.29038, 55.56208)"
"Jiddat al Harasis 362","L~5","104.5","Found","2003","19.343950","55.744620","(19.34395, 55.74462)"
"Jiddat al Harasis 363","H~5","186.5","Found","2003","19.563720","56.051730","(19.56372, 56.05173)"
"Jiddat al Harasis 364","L~6","735.6","Found","2003","19.545530","56.043630","(19.54553, 56.04363)"
"Jiddat al Harasis 365","H~4","3665.1","Found","2003","19.618650","56.042270","(19.61865, 56.04227)"
"Jiddat al Harasis 366","L~6","99.5","Found","2003","19.656250","56.056100","(19.65625, 56.0561)"
"Jiddat al Harasis 367","L~5","572.9","Found","2003","19.345620","55.871730","(19.34562, 55.87173)"
"Jiddat al Harasis 368","H~4","892.7","Found","2003","19.273650","55.810400","(19.27365, 55.8104)"
"Jiddat al Harasis 369","H~5","7100","Found","2003","19.285250","55.822430","(19.28525, 55.82243)"
"Jiddat al Harasis 370","L~6","1453.1","Found","2003","19.331830","55.810170","(19.33183, 55.81017)"
"Jiddat al Harasis 371","L~6","660.5","Found","2003","19.310280","55.830920","(19.31028, 55.83092)"
"Jiddat al Harasis 372","H~4","380.9","Found","2003","19.358720","55.710720","(19.35872, 55.71072)"
"Jiddat al Harasis 373","L~5","68.599999999999994","Found","2003","19.338800","55.718620","(19.3388, 55.71862)"
"Jiddat al Harasis 374","H5","60.6","Found","2003","19.302670","55.703720","(19.30267, 55.70372)"
"Jiddat al Harasis 375","L~4","113.4","Found","2003","19.302670","55.700970","(19.30267, 55.70097)"
"Jiddat al Harasis 376","H5","1429.4","Found","2003","19.318400","55.703030","(19.3184, 55.70303)"
"Jiddat al Harasis 377","H5","373.5","Found","2003","19.310430","55.710930","(19.31043, 55.71093)"
"Jiddat al Harasis 378","L~6","1186.3","Found","2003","19.289300","55.714680","(19.2893, 55.71468)"
"Jiddat al Harasis 379","H~6","297.7","Found","2003","19.284380","55.703570","(19.28438, 55.70357)"
"Jiddat al Harasis 380","H~5","144.5","Found","2003","19.303400","55.705850","(19.3034, 55.70585)"
"Jiddat al Harasis 381","H~5","501","Found","2003","19.307470","55.697820","(19.30747, 55.69782)"
"Jiddat al Harasis 382","H~5","308.89999999999998","Found","2003","19.297520","55.782900","(19.29752, 55.7829)"
"Jiddat al Harasis 383","H~5","374.8","Found","2003","19.282320","55.780920","(19.28232, 55.78092)"
"Jiddat al Harasis 384","L~6","519.70000000000005","Found","2003","19.280980","55.783180","(19.28098, 55.78318)"
"Jiddat al Harasis 385","L~6","161.6","Found","2003","19.361470","55.899480","(19.36147, 55.89948)"
"Jiddat al Harasis 386","H~5","1412.9","Found","2003","19.299120","55.794000","(19.29912, 55.794)"
"Jiddat al Harasis 387","L5","622.4","Found","2003","19.276430","55.766680","(19.27643, 55.76668)"
"Jiddat al Harasis 388","L~6","1589.2","Found","2003","19.277750","55.764020","(19.27775, 55.76402)"
"Jiddat al Harasis 389","H~6","1059.7","Found","2003","19.279430","55.766720","(19.27943, 55.76672)"
"Jiddat al Harasis 390","H~6","159.19999999999999","Found","2003","19.274300","55.757130","(19.2743, 55.75713)"
"Jiddat al Harasis 391","H~4","57.9","Found","2003","19.278630","55.773120","(19.27863, 55.77312)"
"Jiddat al Harasis 392","H~6","220.8","Found","2003","19.291570","55.784280","(19.29157, 55.78428)"
"Jiddat al Harasis 393","H~5","1360.8","Found","2003","19.318170","55.775320","(19.31817, 55.77532)"
"Jiddat al Harasis 394","L~6","1174.4000000000001","Found","2003","19.301280","55.808380","(19.30128, 55.80838)"
"Johannessen Nunataks 03001","H6","127.7","Found","2003","-72.896890","161.137470","(-72.89689, 161.13747)"
"Johannessen Nunataks 03002","H6","50.2","Found","2003","-72.894860","161.145580","(-72.89486, 161.14558)"
"Johannessen Nunataks 03003","H6","28.5","Found","2003","-72.894940","161.144810","(-72.89494, 161.14481)"
"Johannessen Nunataks 03004","H6","34.1","Found","2003","-72.899170","161.131190","(-72.89917, 161.13119)"
"Johannessen Nunataks 03005","H6","112.4","Found","2003","-72.899530","161.129530","(-72.89953, 161.12953)"
"Johannessen Nunataks 03006","H6","40.1","Found","2003","-72.899530","161.128780","(-72.89953, 161.12878)"
"Johannessen Nunataks 03007","H6","929.3","Found","2003","-72.899640","161.128360","(-72.89964, 161.12836)"
"Johannessen Nunataks 03008","H6","365.3","Found","2003","-72.899640","161.128360","(-72.89964, 161.12836)"
"Johannessen Nunataks 03009","H6","400","Found","2003","-72.899890","161.129000","(-72.89989, 161.129)"
"Johannessen Nunataks 03010","H6","445","Found","2003","-72.899890","161.129000","(-72.89989, 161.129)"
"Johannessen Nunataks 03011","H5","407.3","Found","2003","-72.896560","161.080530","(-72.89656, 161.08053)"
"Johannessen Nunataks 03012","H5","172.5","Found","2003","-72.896420","161.080530","(-72.89642, 161.08053)"
"Johannessen Nunataks 03013","H6","162.4","Found","2003","-72.900000","161.001940","(-72.9, 161.00194)"
"Johannessen Nunataks 03014","H5","16.100000000000001","Found","2003","-72.901940","161.166440","(-72.90194, 161.16644)"
"Johannessen Nunataks 03015","LL5","121.2","Found","2003","-72.853250","161.025110","(-72.85325, 161.02511)"
"Johannessen Nunataks 03016","H6","4.8","Found","2003","-72.833000","161.223190","(-72.833, 161.22319)"
"Johannessen Nunataks 03017","H6","1.9","Found","2003","-72.899500","161.129330","(-72.8995, 161.12933)"
"Johannessen Nunataks 03018","H6","0.2","Found","2003","-72.899500","161.129440","(-72.8995, 161.12944)"
"Johannessen Nunataks 03019","H6","1.4","Found","2003","-72.899940","161.128860","(-72.89994, 161.12886)"
"Kalugalatenna","L6","4000","Found","2003","7.316670","80.550000","(7.31667, 80.55)"
"Keystone Lake","L5","787","Found","2003","36.284020","-96.437010","(36.28402, -96.43701)"
"La Yesera 001","H6","205","Found","2003","-23.270500","-70.483000","(-23.2705, -70.483)"
"La Yesera 002","LL5","2625","Found","2003","-23.270500","-70.483000","(-23.2705, -70.483)"
"La Yesera 003","L4","447","Found","2003","-23.290860","-70.472390","(-23.29086, -70.47239)"
"La Yesera 004","L6","1489","Found","2003","-23.288610","-70.474690","(-23.28861, -70.47469)"
"LaPaz Icefield 031269","Aubrite","12.93","Found","2003","-86.366670","-70.000000","(-86.36667, -70.0)"
"LaPaz Icefield 031372","Aubrite","17.61","Found","2003","-86.366670","-70.000000","(-86.36667, -70.0)"
"LaPaz Icefield 031381","Diogenite","1.89","Found","2003","-86.366670","-70.000000","(-86.36667, -70.0)"
"LaPaz Icefield 03569","Diogenite","813.7","Found","2003","-86.366670","-70.000000","(-86.36667, -70.0)"
"LaPaz Icefield 03572","LL6","525.4","Found","2003","-86.366670","-70.000000","(-86.36667, -70.0)"
"LaPaz Icefield 03593","Iron","657.5","Found","2003","-86.366670","-70.000000","(-86.36667, -70.0)"
"LaPaz Icefield 03605","Iron","582.79999999999995","Found","2003","-86.366670","-70.000000","(-86.36667, -70.0)"
"LaPaz Icefield 03630","Diogenite","175.67","Found","2003","-86.366670","-70.000000","(-86.36667, -70.0)"
"LaPaz Icefield 03631","Iron","164.9","Found","2003","-86.366670","-70.000000","(-86.36667, -70.0)"
"LaPaz Icefield 03632","Lunar (basalt)","92.57","Found","2003","-86.366670","-70.000000","(-86.36667, -70.0)"
"LaPaz Icefield 03719","Aubrite-an","62.02","Found","2003","-86.366670","-70.000000","(-86.36667, -70.0)"
"LaPaz Icefield 03780","Aubrite","21.81","Found","2003","-86.366670","-70.000000","(-86.36667, -70.0)"
"LaPaz Icefield 03782","Eucrite-unbr","22.27","Found","2003","-86.366670","-70.000000","(-86.36667, -70.0)"
"LaPaz Icefield 03979","Diogenite","2.41","Found","2003","-86.366670","-70.000000","(-86.36667, -70.0)"
"Lucerne Valley 024","L6","2.71","Found","2003","34.495530","-116.947100","(34.49553, -116.9471)"
"Lucerne Valley 025","H4","21","Found","2003","34.510870","-116.935450","(34.51087, -116.93545)"
"Lucerne Valley 026","L5","5.6","Found","2003","34.500100","-116.942170","(34.5001, -116.94217)"
"Lucerne Valley 027","L6","3.1","Found","2003","34.487150","-116.953370","(34.48715, -116.95337)"
"Lucerne Valley 028","CK4","3","Found","2003","34.487500","-116.955670","(34.4875, -116.95567)"
"Lucerne Valley 029","CK4","10.1","Found","2003","34.487000","-116.956000","(34.487, -116.956)"
